1;1746711616.3211758;2025-05-08 15:40:16;5.82
2;1746711619.3110492;2025-05-08 15:40:19;5.76
3;1746711623.3226228;2025-05-08 15:40:23;5.74
4;1746711626.3162806;2025-05-08 15:40:26;5.8
5;1746711630.3214545;2025-05-08 15:40:30;5.74
6;1746711634.8129902;2025-05-08 15:40:34;5.8
7;1746711638.8099349;2025-05-08 15:40:38;5.74
8;1746711642.8214076;2025-05-08 15:40:42;5.72
9;1746711647.320783;2025-05-08 15:40:47;5.78
10;1746711650.312654;2025-05-08 15:40:50;5.74
11;1746711653.3214319;2025-05-08 15:40:53;5.74
12;1746711656.3115485;2025-05-08 15:40:56;5.8
13;1746711659.3189242;2025-05-08 15:40:59;5.76
14;1746711662.3066766;2025-05-08 15:41:02;5.76
15;1746711666.8071413;2025-05-08 15:41:06;5.8
16;1746711670.3087072;2025-05-08 15:41:10;5.78
17;1746711673.3084304;2025-05-08 15:41:13;5.74
18;1746711676.3169692;2025-05-08 15:41:16;5.74
19;1746711679.3073454;2025-05-08 15:41:19;5.74
20;1746711682.3129997;2025-05-08 15:41:22;5.74
21;1746711685.3046775;2025-05-08 15:41:25;5.72
22;1746711688.3105295;2025-05-08 15:41:28;5.78
23;1746711692.8177295;2025-05-08 15:41:32;5.74
24;1746711695.8125734;2025-05-08 15:41:35;5.72
25;1746711699.809088;2025-05-08 15:41:39;5.78
26;1746711704.3074815;2025-05-08 15:41:44;5.78
27;1746711708.8027008;2025-05-08 15:41:48;5.74
28;1746711713.3174655;2025-05-08 15:41:53;5.72
29;1746711717.3132317;2025-05-08 15:41:57;5.76
30;1746711720.306304;2025-05-08 15:42:00;5.72
31;1746711724.3063133;2025-05-08 15:42:04;5.72
32;1746711727.3103955;2025-05-08 15:42:07;5.8
33;1746711730.3011873;2025-05-08 15:42:10;5.74
34;1746711734.8136635;2025-05-08 15:42:14;5.78
35;1746711739.315609;2025-05-08 15:42:19;5.74
36;1746711742.3135126;2025-05-08 15:42:22;5.78
37;1746711746.3136141;2025-05-08 15:42:26;5.74
38;1746711750.3098254;2025-05-08 15:42:30;5.72
39;1746711754.3036408;2025-05-08 15:42:34;5.7
40;1746711757.310422;2025-05-08 15:42:37;5.72
41;1746711761.7994924;2025-05-08 15:42:41;5.72
42;1746711765.8130946;2025-05-08 15:42:45;5.7
43;1746711768.8120356;2025-05-08 15:42:48;5.82
44;1746711772.8014054;2025-05-08 15:42:52;5.84
45;1746711777.3061037;2025-05-08 15:42:57;5.76
46;1746711780.3113103;2025-05-08 15:43:00;5.74
47;1746711784.3057098;2025-05-08 15:43:04;5.72
48;1746711787.2983115;2025-05-08 15:43:07;5.9
49;1746711790.309778;2025-05-08 15:43:10;5.78
50;1746711794.3075628;2025-05-08 15:43:14;5.78
51;1746711798.8049319;2025-05-08 15:43:18;5.78
52;1746711802.804113;2025-05-08 15:43:22;5.74
53;1746711805.8087595;2025-05-08 15:43:25;5.72
54;1746711809.8000236;2025-05-08 15:43:29;5.72
55;1746711813.8084917;2025-05-08 15:43:33;5.74
56;1746711816.8092852;2025-05-08 15:43:36;5.72
57;1746711819.807613;2025-05-08 15:43:39;5.74
58;1746711822.807127;2025-05-08 15:43:42;5.76
59;1746711827.305596;2025-05-08 15:43:47;5.78
60;1746711830.298126;2025-05-08 15:43:50;5.74
61;1746711834.7938612;2025-05-08 15:43:54;5.72
62;1746711838.8039181;2025-05-08 15:43:58;5.78
63;1746711841.795722;2025-05-08 15:44:01;5.74
64;1746711845.3038971;2025-05-08 15:44:05;5.78
65;1746711849.799547;2025-05-08 15:44:09;5.88
66;1746711853.7965412;2025-05-08 15:44:13;5.76
67;1746711856.8035684;2025-05-08 15:44:16;5.72
68;1746711860.8015783;2025-05-08 15:44:20;5.76
69;1746711863.8034513;2025-05-08 15:44:23;5.74
70;1746711867.7983193;2025-05-08 15:44:27;5.72
71;1746711870.7932055;2025-05-08 15:44:30;5.74
72;1746711875.3016672;2025-05-08 15:44:35;5.8
73;1746711879.7958655;2025-05-08 15:44:39;5.74
74;1746711882.8029017;2025-05-08 15:44:42;5.74
75;1746711887.2966404;2025-05-08 15:44:47;5.72
76;1746711890.7984061;2025-05-08 15:44:50;5.72
77;1746711894.7906983;2025-05-08 15:44:54;5.72
78;1746711897.797798;2025-05-08 15:44:57;5.72
79;1746711900.8027797;2025-05-08 15:45:00;5.78
80;1746711904.7903836;2025-05-08 15:45:04;5.74
81;1746711909.2926288;2025-05-08 15:45:09;5.82
82;1746711912.7978485;2025-05-08 15:45:12;5.8
83;1746711916.289384;2025-05-08 15:45:16;5.76
84;1746711920.29265;2025-05-08 15:45:20;5.76
85;1746711924.294236;2025-05-08 15:45:24;5.72
86;1746711927.288378;2025-05-08 15:45:27;5.76
87;1746711930.2993903;2025-05-08 15:45:30;5.74
88;1746711933.7885773;2025-05-08 15:45:33;5.72
89;1746711937.796569;2025-05-08 15:45:37;5.72
90;1746711940.785677;2025-05-08 15:45:40;5.72
91;1746711944.7949946;2025-05-08 15:45:44;5.74
92;1746711947.7974274;2025-05-08 15:45:47;5.74
93;1746711951.289795;2025-05-08 15:45:51;5.74
94;1746711954.2851825;2025-05-08 15:45:54;5.76
95;1746711958.2836905;2025-05-08 15:45:58;5.74
96;1746711961.2893057;2025-05-08 15:46:01;5.72
97;1746711964.296432;2025-05-08 15:46:04;5.72
98;1746711968.791455;2025-05-08 15:46:08;5.8
99;1746711971.7942708;2025-05-08 15:46:11;5.86
100;1746711976.286649;2025-05-08 15:46:16;5.8
101;1746711979.2930946;2025-05-08 15:46:19;5.76
102;1746711982.2908652;2025-05-08 15:46:22;5.8
103;1746711985.2843158;2025-05-08 15:46:25;5.76
104;1746711988.2888672;2025-05-08 15:46:28;5.74
105;1746711992.2927063;2025-05-08 15:46:32;5.72
106;1746711995.2807293;2025-05-08 15:46:35;5.72
107;1746711998.2946577;2025-05-08 15:46:38;5.74
108;1746712001.7859166;2025-05-08 15:46:41;5.72
109;1746712004.7917306;2025-05-08 15:46:44;5.72
110;1746712009.2855868;2025-05-08 15:46:49;5.78
111;1746712013.2792094;2025-05-08 15:46:53;5.76
112;1746712016.2860718;2025-05-08 15:46:56;5.74
113;1746712019.7923317;2025-05-08 15:46:59;5.72
114;1746712024.2861156;2025-05-08 15:47:04;5.72
115;1746712027.2900167;2025-05-08 15:47:07;5.8
116;1746712031.7902544;2025-05-08 15:47:11;5.74
117;1746712034.7918715;2025-05-08 15:47:14;5.78
118;1746712038.7835553;2025-05-08 15:47:18;5.74
119;1746712041.7906897;2025-05-08 15:47:21;5.74
120;1746712045.7911844;2025-05-08 15:47:25;5.72
121;1746712049.2900176;2025-05-08 15:47:29;5.8
122;1746712052.7873526;2025-05-08 15:47:32;5.8
123;1746712056.78886;2025-05-08 15:47:36;5.74
124;1746712059.7861412;2025-05-08 15:47:39;5.74
125;1746712064.2899027;2025-05-08 15:47:44;5.78
126;1746712068.2863252;2025-05-08 15:47:48;5.74
127;1746712071.281185;2025-05-08 15:47:51;5.74
128;1746712075.7884052;2025-05-08 15:47:55;5.72
129;1746712078.7870321;2025-05-08 15:47:58;5.72
130;1746712082.780668;2025-05-08 15:48:02;5.74
131;1746712087.277515;2025-05-08 15:48:07;5.82
132;1746712090.785986;2025-05-08 15:48:10;5.74
133;1746712094.2889054;2025-05-08 15:48:14;5.74
134;1746712098.7854285;2025-05-08 15:48:18;5.82
135;1746712103.2712984;2025-05-08 15:48:23;5.82
136;1746712106.274483;2025-05-08 15:48:26;5.74
137;1746712109.781608;2025-05-08 15:48:29;5.72
138;1746712112.7739322;2025-05-08 15:48:32;5.72
139;1746712116.2835248;2025-05-08 15:48:36;5.82
140;1746712120.2818172;2025-05-08 15:48:40;5.74
141;1746712124.775974;2025-05-08 15:48:44;5.78
142;1746712129.272967;2025-05-08 15:48:49;5.74
143;1746712134.274189;2025-05-08 15:48:54;5.74
144;1746712137.2824526;2025-05-08 15:48:57;5.72
145;1746712141.784771;2025-05-08 15:49:01;5.76
146;1746712145.2800732;2025-05-08 15:49:05;5.72
147;1746712149.2746673;2025-05-08 15:49:09;5.78
148;1746712152.2822316;2025-05-08 15:49:12;5.74
149;1746712155.7794483;2025-05-08 15:49:15;5.78
150;1746712160.2748008;2025-05-08 15:49:20;5.72
151;1746712163.283094;2025-05-08 15:49:23;5.74
152;1746712167.2810824;2025-05-08 15:49:27;5.84
153;1746712170.2734737;2025-05-08 15:49:30;5.76
154;1746712173.2757406;2025-05-08 15:49:33;5.72
155;1746712176.7686453;2025-05-08 15:49:36;5.76
156;1746712183.767286;2025-05-08 15:49:43;5.74
157;1746712187.2749257;2025-05-08 15:49:47;5.8
158;1746712190.2681682;2025-05-08 15:49:50;5.74
159;1746712193.7756844;2025-05-08 15:49:53;5.78
160;1746712198.2742138;2025-05-08 15:49:58;5.74
161;1746712201.7652524;2025-05-08 15:50:01;5.74
162;1746712205.7782147;2025-05-08 15:50:05;5.72
163;1746712209.7766395;2025-05-08 15:50:09;5.78
164;1746712214.2685156;2025-05-08 15:50:14;5.74
165;1746712218.77633;2025-05-08 15:50:18;5.72
166;1746712221.774749;2025-05-08 15:50:21;5.78
167;1746712224.7672837;2025-05-08 15:50:24;5.76
168;1746712228.7635934;2025-05-08 15:50:28;5.74
169;1746712231.774761;2025-05-08 15:50:31;5.72
170;1746712235.7700474;2025-05-08 15:50:35;5.72
171;1746712239.7769973;2025-05-08 15:50:39;5.72
172;1746712242.7697365;2025-05-08 15:50:42;5.74
173;1746712246.27167;2025-05-08 15:50:46;5.72
174;1746712253.274965;2025-05-08 15:50:53;5.78
175;1746712257.2644284;2025-05-08 15:50:57;5.82
176;1746712260.2696373;2025-05-08 15:51:00;5.76
177;1746712263.2672324;2025-05-08 15:51:03;5.8
178;1746712266.2735627;2025-05-08 15:51:06;5.86
179;1746712270.2589772;2025-05-08 15:51:10;5.76
180;1746712274.2684588;2025-05-08 15:51:14;5.78
181;1746712277.2669892;2025-05-08 15:51:17;5.74
182;1746712281.2708793;2025-05-08 15:51:21;5.74
183;1746712285.2659051;2025-05-08 15:51:25;5.72
184;1746712288.2602801;2025-05-08 15:51:28;5.78
185;1746712291.2675374;2025-05-08 15:51:31;5.72
186;1746712295.2703898;2025-05-08 15:51:35;5.74
